feature,mean_cluster0,mean_cluster1,difference_cluster1_minus_cluster0,cohens_d,abs_cohens_d,p_value,q_value
SER_map_Entropy_tissue_T1,-0.5524593572658794,0.9635154266601352,1.5159747839260147,2.2143088263154365,2.2143088263154365,6.800335900074088e-102,1.0901144518603614e-100
SER_map_sum_entropy_tissue_T1,-0.5521281130428112,0.962937720961569,1.51506583400438,2.211473013829073,2.211473013829073,1.226602862287816e-110,2.7036371422927274e-109
SER_map_std_dev_tissue_T1,0.5503409431630192,-0.9598208115878851,-1.5101617547509043,-2.1962721661741447,2.1962721661741447,9.271954068647045e-167,2.4524318511571433e-164
SER_map_difference_entropy_tissue_T1,-0.5462296821561962,0.9526505766176525,1.4988802587738488,2.161923995741078,2.161923995741078,6.258296173856105e-105,1.1823709557035286e-103
SER_map_Homogeneity2_tissue_T1,0.5403790375762868,-0.9424467738681686,-1.4828258114444552,-2.1144676185746287,2.1144676185746287,1.7689264843645097e-96,2.4625318690232254e-95
SER_map_Homogeneity1_tissue_T1,0.5390083025327882,-0.9400561466792058,-1.479064449211994,-2.1035805345076755,2.1035805345076755,1.1270524051129803e-98,1.7034592065850475e-97
SER_map_inverse_difference_is_homom_tissue_T1,0.5390083025327882,-0.9400561466792058,-1.479064449211994,-2.1035805345076755,2.1035805345076755,1.1270524051129803e-98,1.7034592065850475e-97
PE_map_std_dev_tissue_T1,0.5316837524361296,-0.9272817825225355,-1.458965534958665,-2.0468138830344245,2.0468138830344245,3.2574716079271316e-167,1.7232024805934525e-164
SER_map_Entropy_tissue_PostCon,-0.522586998333864,0.9114166101894172,1.4340036085232812,1.9794070724138308,1.9794070724138308,4.0325787635320144e-88,4.538796097677522e-87
SER_map_sum_entropy_tissue_PostCon,-0.5219269729548369,0.9102654944986145,1.4321924674534514,1.9746416345548692,1.9746416345548692,5.2327289738475854e-95,6.920284067913432e-94
SER_map_Energy_tissue_T1,0.5193891175479153,-0.9058393538186849,-1.4252284713666001,-1.9564692704254558,1.9564692704254558,3.1504553081798717e-125,1.1904220414479658e-123
SER_map_difference_entropy_tissue_PostCon,-0.517358863052941,0.9022984933006656,1.4196573563536066,1.9421012018137966,1.9421012018137966,8.910001791679735e-91,1.0712252154087682e-89
Grouping_based_mean_of_washin_slope_3D_tissue_T1_Group_2,0.5158871718542614,-0.899731793769634,-1.4156189656238953,-1.9317783618276447,1.9317783618276447,2.8812985048420752e-139,3.810517272653644e-137
SER_map_Max_Probability_tissue_T1,0.515549653857133,-0.8991431463103577,-1.4146928001674908,-1.9294217094363577,1.9294217094363577,1.9487610875599276e-104,3.5548090183420746e-103
SER_map_std_dev_tissue_PostCon,0.5137403874894559,-0.8959876996095874,-1.4097280870990434,-1.9168566498569013,1.9168566498569013,1.8207899933419228e-153,3.2106596882595905e-151
Ratio_Tissue_vol_enhancing_more_than_100percent_from_T1_to_Tissue_Vol,0.5123348458051441,-0.8935363679815909,-1.4058712137867349,-1.9071732952747225,1.9071732952747225,2.505544208204601e-138,2.650865772280468e-136
Grouping_based_mean_of_peak_enhancement_slope_3D_tissue_T1_Group_2,0.5106154391043991,-0.8905376408189811,-1.4011530799233802,-1.8954186865669802,1.8954186865669802,2.0186192100425644e-130,9.707723291931968e-129
SER_map_inverse_difference_normalized_tissue_T1,0.5102406418789394,-0.8898839766101965,-1.4001246184891358,-1.8928695600725662,1.8928695600725662,4.985885550916246e-70,4.057743779130299e-69
SER_map_Dissimilarity_tissue_T1,-0.5073209957834182,0.8847919747889377,1.3921129705723558,1.873170476403811,1.873170476403811,8.97427229735525e-69,6.9814559489719515e-68
Ratio_Tissue_vol_enhancing_more_than_90percent_from_T1_to_Tissue_Vol,0.5060155867515183,-0.8825152792749694,-1.3885308660264877,-1.8644522457488872,1.8644522457488872,1.934713852992829e-131,1.0234636282332065e-129
SER_map_Homogeneity2_tissue_PostCon,0.5058795663967488,-0.8822780532990907,-1.3881576196958396,-1.8635469623396774,1.8635469623396774,2.8496847457333e-80,2.6919343401659211e-79
SER_map_Homogeneity1_tissue_PostCon,0.5048940127604987,-0.8805592008263464,-1.3854532135868451,-1.8570051400848668,1.8570051400848668,2.496647080009195e-82,2.445789454305304e-81
SER_map_inverse_difference_is_homom_tissue_PostCon,0.5048940127604987,-0.8805592008263464,-1.3854532135868451,-1.8570051400848668,1.8570051400848668,2.496647080009195e-82,2.445789454305304e-81
Grouping_based_mean_of_peak_enhancement_slope_3D_tissue_T1_Group_1,0.5024501866441337,-0.8762970517067332,-1.3787472383508668,-1.8409150781010801,1.8409150781010801,1.1318525891578635e-133,8.553571709492998e-132
Grouping_based_mean_of_washin_slope_3D_tissue_T1_Group_1,0.5024501866441337,-0.8762970517067332,-1.3787472383508668,-1.8409150781010801,1.8409150781010801,1.1318525891578635e-133,8.553571709492998e-132
Ratio_Tissue_vol_enhancing_more_than_80percent_from_T1_to_Tissue_Vol,0.5009129005342235,-0.8736159515269499,-1.3745288520611734,-1.8308880123889386,1.8308880123889386,4.4741707762170107e-126,1.8206433389375375e-124
SER_map_Energy_tissue_PostCon,0.5000382668154641,-0.8720905486722079,-1.372128815487672,-1.8252151630111686,1.8252151630111686,8.075529397169265e-107,1.5822055744824226e-105
Grouping_based_mean_of_washout_slope_3D_tissue_T1_Group_2,0.4995853034773566,-0.8713005590408661,-1.3708858625182228,-1.8222862974531076,1.8222862974531076,6.652550995252576e-127,2.932666230407177e-125
Ratio_Tissue_vol_enhancing_more_than_70percent_from_T1_to_Tissue_Vol,0.4917634708633699,-0.8576589104938535,-1.3494223813572233,-1.7726553084818182,1.7726553084818182,6.877646622401516e-118,1.9148816122370534e-116
SER_map_Max_Probability_tissue_PostCon,0.4877952219208879,-0.8507380953739299,-1.3385333172948177,-1.7481331198544405,1.7481331198544405,4.6935154728934746e-88,5.172645177418017e-87
Grouping_based_mean_of_washout_slope_3D_tissue_T1_Group_1,0.4831167931532835,-0.8425786928209058,-1.3256954859741894,-1.7197617693907719,1.7197617693907719,3.0047100423667474e-121,1.0596610749413396e-119
Ratio_Tissue_vol_enhancing_more_than_60percent_from_T1_to_Tissue_Vol,0.4790391751495635,-0.8354671328501326,-1.3145063079996961,-1.6954917300453074,1.6954917300453074,7.390326567133766e-108,1.5036472130822164e-106
Grouping_based_mean_of_peak_enhancement_slope_3D_tissue_PostCon_Group_1,0.47712280898089493,-0.8321248989964409,-1.309247707977336,-1.6842280628357935,1.6842280628357935,1.6246433511714753e-133,9.549292586330116e-132
Grouping_based_mean_of_washin_slope_3D_tissue_PostCon_Group_1,0.47712280898089493,-0.8321248989964409,-1.309247707977336,-1.6842280628357935,1.6842280628357935,1.6246433511714753e-133,9.549292586330116e-132
PE_map_mean_tissue_T1,0.47327364902668273,-0.8254117807429656,-1.2986854297696484,-1.661871583098373,1.661871583098373,5.945114604609044e-117,1.572482812919092e-115
PE_map_sum_entropy_tissue_T1,-0.4679449295362775,0.8161182402031512,1.2840631697394287,1.6314918402256489,1.6314918402256489,5.6355102956271136e-64,4.140534647759366e-63
PE_map_Entropy_tissue_T1,-0.46509095829097036,0.8111407784479422,1.2762317367389127,1.6154837893734504,1.6154837893734504,2.288147523382914e-58,1.4409881427018592e-57
SER_map_inverse_difference_normalized_tissue_PostCon,0.4619695551736031,-0.8056969027728828,-1.2676664579464858,-1.598178816820703,1.598178816820703,5.174074142455537e-55,3.041205801509977e-54
Ratio_Tissue_vol_enhancing_more_than_50percent_from_T1_to_Tissue_Vol,0.46075372772432166,-0.8035764418049178,-1.2643301695292395,-1.5914945520621893,1.5914945520621893,1.6537221696707833e-95,2.2431257121944728e-94
SER_map_Dissimilarity_tissue_PostCon,-0.4577254426724077,0.79829496847033,1.2560204111427378,1.574980162939171,1.574980162939171,1.1405379403490497e-53,6.48757602628653e-53
Peak_SER_tissue_T1,0.4554466507009668,-0.7943206467582333,-1.2497672974592002,-1.5626770465248474,1.5626770465248474,4.920786470802803e-121,1.626935026909177e-119
Peak_SER_tissue_PostCon,0.4544375301981485,-0.7925606925479615,-1.24699822274611,-1.5572622594757446,1.5572622594757446,1.0705145280115935e-120,3.331189325400782e-119
PE_map_difference_entropy_tissue_T1,-0.45381670942601193,0.7914779515584613,1.2452946609844733,1.553941110459271,1.553941110459271,2.997251167277125e-57,1.8653480793995285e-56
Grouping_based_mean_of_washout_slope_3D_tissue_PostCon_Group_1,0.4531445091824253,-0.7903056023241112,-1.2434501115065366,-1.55035370457535,1.55035370457535,4.781140560252743e-118,1.4051240868742786e-116
PE_map_Homogeneity2_tissue_T1,0.4519347164374444,-0.7881956661676849,-1.2401303826051293,-1.5439196488078635,1.5439196488078635,1.5329209433813385e-54,8.911155813722287e-54
PE_map_inverse_difference_is_homom_tissue_T1,0.4516664951713204,-0.7877278755071228,-1.2393943706784432,-1.5424970377903693,1.5424970377903693,6.3223021905705585e-56,3.844250412427386e-55
PE_map_Homogeneity1_tissue_T1,0.4516664951713204,-0.7877278755071228,-1.2393943706784432,-1.5424970377903693,1.5424970377903693,6.3223021905705585e-56,3.844250412427386e-55
PE_map_Max_Probability_tissue_PostCon,0.4478281041205736,-0.7810335387340956,-1.2288616428546693,-1.52229047195542,1.52229047195542,3.854208291342107e-65,2.8716566001689783e-64
SER_map_information_measure_correlation2_tissue_T1,-0.4472237206375456,0.7799794651595284,1.227203185797074,1.5191343153050725,1.5191343153050725,4.461548663147676e-68,3.3716560611501725e-67
Ratio_Tissue_vol_enhancing_more_than_100percent_from_PostCon_to_Tissue_Vol,0.4453017182147674,-0.7766274014102795,-1.221929119625047,-1.5091427547695182,1.5091427547695182,3.1224713249998763e-112,7.181684047499716e-111
WashinRate_map_std_dev_tissue_T1,0.44443928436003155,-0.7751232756993401,-1.2195625600593716,-1.5046815977008832,1.5046815977008832,1.9737609278868092e-115,4.9719977659624864e-114
PE_map_inverse_difference_is_homom_tissue_PostCon,0.4443467948319261,-0.7749619695580601,-1.2193087643899863,-1.5042039830443228,1.5042039830443228,2.705435875687235e-51,1.3894908526587837e-50
PE_map_Homogeneity1_tissue_PostCon,0.4443467948319261,-0.7749619695580601,-1.2193087643899863,-1.5042039830443228,1.5042039830443228,2.705435875687235e-51,1.3894908526587837e-50
PE_map_sum_entropy_tissue_PostCon,-0.4442088811666175,0.774721441558446,1.2189303227250634,1.5034920896071196,1.5034920896071196,2.3609359462781138e-53,1.3146685427169708e-52
Ratio_Tissue_vol_enhancing_more_than_90percent_from_PostCon_to_Tissue_Vol,0.4427213869048937,-0.7721271807329398,-1.2148485676378336,-1.4958358534476042,1.4958358534476042,1.5805705107765011e-108,3.3444872008030764e-107
PE_map_Homogeneity2_tissue_PostCon,0.4413991842358705,-0.7698211963161312,-1.2112203805520017,-1.4890639602855873,1.4890639602855873,1.0532009283858317e-49,5.306126582058142e-49
WashinRate_map_std_dev_tissue_PostCon,0.4397246179525617,-0.7669006729767887,-1.2066252909293502,-1.4805321834200849,1.4805321834200849,4.8669333128726234e-113,1.1702762375043716e-111
Ratio_Tissue_vol_enhancing_more_than_80percent_from_PostCon_to_Tissue_Vol,0.43964320388483225,-0.7667586829658087,-1.206401886850641,-1.480118651424474,1.480118651424474,4.402009384479015e-104,7.762209881297997e-103
PE_map_Entropy_tissue_PostCon,-0.4388222514348314,0.7653269028000331,1.2041491542348646,1.4759552465994847,1.4759552465994847,1.849849951027536e-49,9.231798340505344e-49
PE_map_Energy_tissue_PostCon,0.43827331409067083,-0.7643695299319442,-1.202642844022615,-1.4731779352813084,1.4731779352813084,1.9110368345558787e-71,1.5795913835625934e-70
PE_map_Correlation1_tissue_PostCon,-0.43742621755129535,0.7628921532293425,1.2003183707806377,1.4689024056149038,1.4689024056149038,1.0413099900084025e-62,7.443959252897904e-62
PE_map_Correlation2_tissue_PostCon,-0.43742621755129535,0.7628921532293425,1.2003183707806377,1.4689024056149038,1.4689024056149038,1.0413099900084025e-62,7.443959252897904e-62
PE_map_Correlation1_tissue_T1,-0.4352157502733158,0.7590369930361994,1.1942527433095154,1.4578038591662459,1.4578038591662459,2.034842716796716e-51,1.0657740566192701e-50
PE_map_Correlation2_tissue_T1,-0.4352157502733158,0.7590369930361994,1.1942527433095154,1.4578038591662459,1.4578038591662459,2.034842716796716e-51,1.0657740566192701e-50
Ratio_Tissue_vol_enhancing_more_than_70percent_from_PostCon_to_Tissue_Vol,0.4328202922711085,-0.7548592002109217,-1.1876794924820302,-1.445870281419199,1.445870281419199,7.164674558445131e-97,1.0243548220047228e-95
Grouping_based_mean_of_peak_enhancement_slope_3D_tissue_T1_Group_3,0.4309509449421642,-0.7515989694527034,-1.1825499143948677,-1.4366242745541997,1.4366242745541997,4.5635823583404226e-86,4.828270135124167e-85
PE_map_difference_entropy_tissue_PostCon,-0.42940351710816327,0.7489001816231659,1.1783036987313291,1.4290140272796412,1.4290140272796412,9.388974266850289e-48,4.598858691818336e-47
Ratio_Tissue_vol_enhancing_more_than_40percent_from_T1_to_Tissue_Vol,0.42680671915157037,-0.7443712423298218,-1.1711779614813922,-1.4163301546544087,1.4163301546544087,3.239752744216725e-77,2.8563820028177456e-76
SER_map_inverse_difference_moment_normalized_tissue_T1,0.42336086924919886,-0.7383615160116485,-1.1617223852608474,-1.3996645197232525,1.3996645197232525,3.8777860238684645e-43,1.7684041436434635e-42
Grouping_based_mean_of_washin_slope_3D_tissue_T1_Group_3,0.4222707722866977,-0.7364603350000147,-1.1587311072867124,-1.3944308856931718,1.3944308856931718,1.0730658311874012e-85,1.1130427935257553e-84
Ratio_Tissue_vol_enhancing_more_than_60percent_from_PostCon_to_Tissue_Vol,0.42215462479533356,-0.7362577682442416,-1.158412393039575,-1.3938743324773193,1.3938743324773193,2.0121911361229127e-87,2.172345124508206e-86
SER_map_Contrast_tissue_T1,-0.4214051169805022,0.7349505909243284,1.1563557079048306,1.390287828960222,1.390287828960222,1.0335897378404164e-42,4.6732390710904297e-42
WashinRate_map_mean_tissue_T1,0.42074199792865097,-0.733794079720802,-1.1545360776494529,-1.3871218599093293,1.3871218599093293,2.2141734451599647e-103,3.778379846740714e-102
PE_map_std_dev_tissue_PostCon,0.4182454311151848,-0.729439948313983,-1.1476853794291677,-1.375261977256846,1.375261977256846,4.171709009803716e-102,6.896356456831768e-101
PE_map_Max_Probability_tissue_T1,0.41674189685127727,-0.7268177129608587,-1.1435596098121361,-1.3681643953560154,1.3681643953560154,2.1673332141497836e-61,1.451290215550931e-60
Ratio_Tissue_vol_enhancing_more_than_100percent_from_T1_to_Breast_Vol,0.4092787627641588,-0.7138016517255862,-1.123080414489745,-1.3334195063024337,1.3334195063024337,4.6347105967509894e-94,5.837528346860175e-93
PE_map_Energy_tissue_T1,0.4068615647483791,-0.7095859432813989,-1.116447508029778,-1.322334560502816,1.322334560502816,1.3142044604519574e-68,1.0075567530131673e-67
Grouping_based_variance_of_washin_slope_3D_tissue_T1_Group_2,0.40665115962460346,-0.7092189867262428,-1.1158701463508462,-1.3213734717783918,1.3213734717783918,5.154408934426696e-97,7.574117573088117e-96
Ratio_Tissue_vol_enhancing_more_than_50percent_from_PostCon_to_Tissue_Vol,0.4060100181964121,-0.7081008055449338,-1.114110823741346,-1.3184485884797785,1.3184485884797785,8.279073915106897e-76,7.063919517889595e-75
Ratio_Tissue_vol_enhancing_more_than_90percent_from_T1_to_Breast_Vol,0.4007065638019356,-0.6988513285355185,-1.099557892337454,-1.2944660192196196,1.2944660192196196,9.857506973720545e-89,1.1336133019778627e-87
WashinRate_map_mean_tissue_PostCon,0.40063949101487273,-0.6987343504009389,-1.0993738414158116,-1.294165095552823,1.294165095552823,3.1003998014022644e-94,4.0002719388824335e-93
PE_map_skewness_tissue_T1,0.3996876270995055,-0.6970742544056854,-1.096761881505191,-1.2899008548090858,1.2899008548090858,6.352353723472186e-73,5.333960507486962e-72
Grouping_based_variance_of_washout_slope_3D_tissue_T1_Group_2,0.397680930612285,-0.6935744801749968,-1.0912554107872818,-1.280949484287817,1.280949484287817,5.1997740429172325e-93,6.396931322565619e-92
"F1_DT_POSTCON (T11=0.02,T12=0.8)",-0.39748107162789453,0.6932259165891255,1.09070698821702,1.2800607937804098,1.2800607937804098,2.776772498829657e-54,1.596644186827053e-53
Ratio_Tissue_vol_enhancing_more_than_80percent_from_T1_to_Breast_Vol,0.3932184244280056,-0.6857916568893193,-1.079010081317325,-1.2612267418627032,1.2612267418627032,5.2296344872298855e-84,5.320147391816557e-83
Grouping_based_variance_of_peak_enhancement_slope_3D_tissue_T1_Group_2,0.3917412666303223,-0.6832154233493121,-1.0749566899796343,-1.2547528816945497,1.2547528816945497,8.98712223499403e-90,1.0564861471804094e-88
Ratio_Tissue_vol_enhancing_more_than_70percent_from_T1_to_Breast_Vol,0.3817434677482129,-0.6657787860132522,-1.047522253761465,-1.211624134374758,1.211624134374758,2.4943520571488097e-77,2.2364614207317296e-76
SER_map_information_measure_correlation2_tissue_PostCon,-0.38048621331399035,0.6635860744107093,1.0440722877246995,1.2062828914532715,1.2062828914532715,2.6774153748690056e-48,1.3236941432763589e-47
PE_map_sum_average_tissue_T1,-0.37806626786950176,0.6593655743200236,1.0374318421895254,1.1960522619215985,1.1960522619215985,1.231539146900284e-32,4.935486429623108e-32
Ratio_Tissue_vol_enhancing_more_than_40percent_from_PostCon_to_Tissue_Vol,0.37780337852086804,-0.6589070827774672,-1.0367104612983353,-1.194944799176733,1.194944799176733,1.0894360685950236e-60,7.203896003584593e-60
PE_map_mean_tissue_PostCon,0.3752757002216573,-0.6544986914580097,-1.029774391679667,-1.1843354396733188,1.1843354396733188,5.149198157031734e-78,4.6964238363272195e-77
Peak_PE_tissue_T1,0.3750593228919406,-0.6541213190913011,-1.0291806419832417,-1.1834304947300376,1.1834304947300376,4.979610879019462e-82,4.789480281820538e-81
PE_map_inverse_difference_normalized_tissue_T1,0.37474477357554814,-0.6535727301049918,-1.0283175036805399,-1.1821158772334057,1.1821158772334057,7.355727529335694e-33,3.016418498464017e-32
Ratio_Tissue_vol_enhancing_more_than_30percent_from_T1_to_Tissue_Vol,0.37422059297157173,-0.6526585341706579,-1.0268791271422297,-1.1799275168593173,1.1799275168593173,1.0300795048001484e-55,6.192182477719074e-55
WashinRate_map_std_dev_tumor,0.37259825759675086,-0.6498291040229044,-1.0224273616196553,-1.173173328127053,1.173173328127053,1.7179910999440957e-76,1.4898644129023387e-75
PE_map_Dissimilarity_tissue_T1,-0.3715711650789967,0.6480378057627741,1.0196089708417708,1.1689118453117835,1.1689118453117835,2.867427388399091e-32,1.1405030740324204e-31
Peak_PE_tissue_PostCon,0.3672879897016157,-0.6405677439438894,-1.007855733645505,-1.1512603994833197,1.1512603994833197,1.9109263267805829e-78,1.7734737313454884e-77
"F1_DT_T1NFS (T11=0.02,T12=0.8)",-0.36706271732534745,0.6401748581924216,1.007237575517769,1.150337306638344,1.150337306638344,5.985468001686846e-41,2.6833157397392727e-40
PE_map_sum_average_tissue_PostCon,-0.3668356317687893,0.6397788101681859,1.0066144419369754,1.1494073121779447,1.1494073121779447,1.1420183154538665e-30,4.442115359375701e-30
Ratio_Tissue_vol_enhancing_more_than_60percent_from_T1_to_Breast_Vol,0.3666670071828143,-0.6394847208605031,-1.0061517280433174,-1.148717078374731,1.148717078374731,2.7360516514592985e-69,2.1929868539726803e-68
PE_map_information_measure_correlation2_tissue_T1,-0.3650965220995009,0.6367457200902,1.0018422421897009,1.1423025466119707,1.1423025466119707,1.6344655641293151e-47,7.860293485676434e-47
"F1_DT_POSTCON (T11=0.05,T12=0.8)",-0.36353450697632056,0.6340214913337018,0.9975559983100224,1.1359474316310794,1.1359474316310794,1.6668921959566311e-59,1.0623927369410336e-58
Grouping_based_mean_of_peak_enhancement_slope_3D_tissue_PostCon_Group_2,0.35502595218010097,-0.619182166599819,-0.9742081187799199,-1.1017533719541501,1.1017533719541501,3.24232592320634e-69,2.5599856916062e-68
Ratio_Tissue_vol_enhancing_more_than_100percent_from_PostCon_to_Breast_Vol,0.350080532458303,-0.6105571191088259,-0.9606376515671289,-1.0821964773464516,1.0821964773464516,2.4839005044731664e-62,1.7064719050211755e-61
PE_map_inverse_difference_normalized_tissue_PostCon,0.3485399346388453,-0.6078702431498999,-0.9564101777887453,-1.076150225912759,1.076150225912759,7.417052131771959e-28,2.7059452260050803e-27
Ratio_Tissue_vol_enhancing_more_than_50percent_from_T1_to_Breast_Vol,0.3468821339235678,-0.6049789597595555,-0.9518610936831233,-1.0696680242602326,1.0696680242602326,6.886428742236898e-60,4.442586347125999e-59
"F1_DT_POSTCON (T11=0.05,T12=0.5)",-0.3453009657731639,0.6022213272115295,0.9475222929846934,1.0635084241130162,1.0635084241130162,2.522845415722838e-40,1.1215001890062027e-39
"F1_DT_T1NFS (T11=0.05,T12=0.8)",-0.3437888866076998,0.599584189143191,0.9433730757508908,1.0576387135163678,1.0576387135163678,1.922330157990974e-47,9.079577264082369e-47
SER_map_inverse_difference_moment_normalized_tissue_PostCon,0.3436308146878684,-0.5993085041866787,-0.9429393188745471,-1.0570262597642097,1.0570262597642097,7.606612624520911e-28,2.756094574227097e-27
PE_map_Dissimilarity_tissue_PostCon,-0.343297236051211,0.598726727160743,0.942023963211954,1.0557345196682615,1.0557345196682615,5.329938700923261e-27,1.8923070958311442e-26
SER_map_Contrast_tissue_PostCon,-0.340897586329106,0.5945416237763574,0.9354392101054634,1.0464707555016726,1.0464707555016726,2.0943389047131676e-27,7.485846490495038e-27
Grouping_based_mean_of_washin_slope_3D_tissue_PostCon_Group_2,0.33747761426148887,-0.58857702963462,-0.9260546438961088,-1.0333535906816567,1.0333535906816567,2.3725328679963847e-62,1.6581299886414187e-61
WashinRate_map_mean_tumor,0.33743885015570924,-0.5885094231882311,-0.9259482733439404,-1.0332054811603486,1.0332054811603486,2.382190531885592e-62,1.6581299886414187e-61
Ratio_Tissue_vol_enhancing_more_than_30percent_from_PostCon_to_Tissue_Vol,0.33699290127870773,-0.5877316671110804,-0.9247245683897881,-1.0315025128630064,1.0315025128630064,1.2783220176418004e-44,5.931862695899232e-44
Ratio_Tissue_vol_enhancing_more_than_90percent_from_PostCon_to_Breast_Vol,0.3348068638598837,-0.5839191137556308,-0.9187259776155144,-1.0231786273106627,1.0231786273106627,4.506085761287543e-55,2.678336368225967e-54
"F1_DT_POSTCON (T11=0.1,T12=0.5)",-0.3302806325466226,0.5760251508104797,0.9063057833571022,1.0060688743477921,1.0060688743477921,2.472052737437802e-44,1.137144259221389e-43
SER_map_kurtosis_tissue_T1,0.3289507370478926,-0.5737057497323366,-0.9026564867802291,-1.0010731759623441,1.0010731759623441,1.1327739733858579e-61,7.682531178475883e-61
Grouping_based_variance_of_washin_slope_3D_tissue_T1_Group_3,0.3263025300807706,-0.569087150676582,-0.8953896807573526,-0.9911670921253929,0.9911670921253929,2.1443363428485975e-60,1.4004369448974176e-59
Grouping_based_mean_of_washout_slope_3D_tissue_PostCon_Group_2,0.3241190339799205,-0.5652790295006945,-0.889398063480615,-0.9830406387323666,0.9830406387323666,3.0830910381704243e-53,1.698911624158494e-52
"F1_DT_T1NFS (T11=0.05,T12=0.5)",-0.32347089806121093,0.5641486495948497,0.8876195476560607,0.9806355294909931,0.9806355294909931,1.6829946479748775e-33,7.010269045501656e-33
SER_map_Cluster_Prominence_tissue_T1,-0.31740399318727686,0.5535676785944769,0.8709716717817537,0.9582769516982749,0.9582769516982749,5.1922045551149736e-24,1.6811072845002654e-23
"F1_DT_T1NFS (T11=0.1,T12=0.5)",-0.31671160672719756,0.5523601236373143,0.8690717303645119,0.9557427464703198,0.9557427464703198,4.003374540435541e-39,1.764820943242001e-38
Ratio_Tissue_vol_enhancing_more_than_80percent_from_PostCon_to_Breast_Vol,0.3166727944954166,-0.5522924332568869,-0.8689652277523034,-0.9556007941191651,0.9556007941191651,1.9144218761219346e-47,9.079577264082369e-47
Ratio_Tissue_vol_enhancing_more_than_40percent_from_T1_to_Breast_Vol,0.3164684784073027,-0.5519360962698783,-0.8684045746771809,-0.9548537081984088,0.9548537081984088,1.0660059760040485e-47,5.173551938588456e-47
Grouping_based_mean_of_peak_enhancement_slope_3D_tissue_PostCon_Group_3,0.3142152688980346,-0.548006391590025,-0.8622216604880595,-0.9466350184161485,0.9466350184161485,2.1854285301113347e-53,1.2298847791796767e-52
"F1_DT_POSTCON (T11=0.02,T12=0.5)",-0.308657700943341,0.5383137284309464,0.8469714293742874,0.9265192894266906,0.9265192894266906,1.1459053888603293e-27,4.123700344946355e-27
Grouping_based_variance_of_peak_enhancement_slope_3D_tissue_T1_Group_3,0.30472022451642866,-0.531446582043533,-0.8361668065599617,-0.9123983129274064,0.9123983129274064,5.327589587220513e-53,2.9054586511748982e-52
Correlation1_tissue_T1,0.2987649433324273,-0.5210602880738171,-0.8198252314062444,-0.8912402518573105,0.8912402518573105,9.970963999511956e-33,4.026442714306736e-32
Correlation2_tissue_T1,0.2987649433324273,-0.5210602880738171,-0.8198252314062444,-0.8912402518573105,0.8912402518573105,9.970963999511956e-33,4.026442714306736e-32
